cyclomatic_complexity,cognitive_complexity,nesting_depth,lines_of_code,num_methods,num_classes,num_parameters,code_duplication,test_coverage,comment_ratio,inheritance_depth,coupling,cohesion,num_sql_queries,num_file_operations,num_network_calls,input_validation_ratio,uses_encryption,num_annotations,dependency_injection_usage,patterns,vulnerability_type,severity
2,59,5,8,2,1,0,0.23378548112620873,0.081352372723005,0.21470249546672654,0,0,0.9270428583496932,5,2,1,0.9877947790208754,1,19,0.04449373995716488,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,openapi_documentation",none,LOW
2,43,2,6,2,1,1,0.027853447846712065,0.3395220864738546,0.30388832122499354,0,0,0.9597430465873982,7,3,6,0.3781870456698383,0,28,0.15132932614587213,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
1,79,7,12,2,1,1,0.45925507534427495,0.18784128853454496,0.326812344889763,0,0,0.916420382854671,4,5,0,0.02936121327954111,0,17,0.3679153955640968,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di",path_traversal,HIGH
2,12,2,6,1,1,1,0.4901645664381905,0.5269412250360329,0.13487817681226819,0,2,0.9138437709057659,3,5,4,0.6826030469300338,1,2,0.6908295808880967,"Singleton Design Pattern,basic_programming_constructs",none,LOW
1,40,1,12,2,1,1,0.2155217076059175,0.6868465373717261,0.32062488703011627,0,1,0.9437701657442589,18,4,7,0.01332976707202338,0,18,0.20732851011423692,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,spring_data_jpa",sql_injection,HIGH
2,20,7,10,1,1,1,0.3068304037046636,0.4909215784782912,0.3256836026701645,0,1,0.9012720086172418,9,3,9,0.5683112663382371,0,14,0.16361078474865753,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
1,94,5,6,2,1,1,0.22514931312187336,0.6606073318109776,0.09365025636743174,0,0,0.9015666407661849,8,5,4,0.5974779331659394,1,17,0.2622963817354682,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,spring_data_jpa",none,LOW
1,38,1,11,1,1,1,0.1609398254430603,0.3649205143999844,0.28678029812668643,0,2,0.9271696521782247,0,4,4,0.5845007114536304,1,0,0.28343355869817244,"Singleton Design Pattern,basic_programming_constructs",none,LOW
3,3,4,6,2,1,0,0.038659396428903814,0.02792259723863999,0.07461356873446334,0,0,0.931758945997521,18,9,8,0.16591890236876217,1,17,0.4099827873322137,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
3,28,4,8,2,1,1,0.22803386519864943,0.9740641242251491,0.03721964519525169,0,1,0.9023808320512856,11,0,10,0.07667608205991538,0,4,0.3609358901655745,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",sql_injection,HIGH
3,56,7,12,1,1,1,0.40919227817972575,0.8194135045399954,0.22981720482009105,0,0,0.9074075352258585,18,1,14,0.9077436873320655,0,23,0.07392368493077539,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",insecure_deserialization,CRITICAL
2,90,9,13,2,1,1,0.008515730544001787,0.07341882408462808,0.3634608795133596,0,0,0.9493872854231847,12,8,10,0.5416013395159488,1,20,0.617912084260203,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",none,LOW
2,94,2,11,2,1,1,0.29105384159011116,0.4491763961563344,0.014183609410305298,0,0,0.9171924304465933,14,9,4,0.3230840833343829,1,11,0.13046293907611684,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,spring_data_jpa",path_traversal,MEDIUM
3,13,1,11,2,1,0,0.44038605436334444,0.6350190700718746,0.3306006550379687,0,0,0.9394420422194758,1,3,14,0.7717452927747757,1,18,0.8684310784817679,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing",none,LOW
3,77,2,7,1,1,0,0.108774715007179,0.1905942705726379,0.20258848428140266,0,1,0.9213951999554777,19,5,0,0.9216542798523516,0,22,0.8595138444139401,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",none,LOW
2,66,7,14,2,1,0,0.0916279323445311,0.5779886113627715,0.344358179488492,0,1,0.9320024177501891,11,4,2,0.40421628574504365,1,19,0.07238758051110328,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,openapi_documentation,spring_data_jpa",none,LOW
3,37,6,12,2,1,1,0.38613831285097155,0.533648618117687,0.3373907740684188,0,0,0.9040265561811769,17,1,13,0.09830521532467573,1,22,0.413098981673267,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,HIGH
1,49,4,11,1,1,0,0.12754321555964665,0.20826518853470477,0.3501147219265155,0,2,0.902601614457611,3,0,4,0.6926166424500796,0,23,0.4768813788719848,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation",none,LOW
1,66,1,6,1,1,0,0.09599213378032423,0.14121030927745326,0.30754958192266935,0,0,0.9534219971386859,19,0,7,0.9075276391849421,0,18,0.9958680999223006,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
2,36,1,9,2,1,0,0.18899462528461752,0.7589622896186374,0.337196941818798,0,2,0.93640970479467,11,0,9,0.9804070654283363,1,25,0.2512591119035298,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",none,LOW
1,54,5,6,2,1,0,0.19625100613510899,0.3225864461496337,0.07041008288048145,0,0,0.9035900867143177,19,5,1,0.8135418932217852,0,0,0.6359502448789299,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
1,26,1,9,2,1,0,0.437050531508283,0.24404053384224333,0.12154125954997666,0,2,0.958075507808996,12,9,13,0.26821668585807146,1,23,0.45708856198961867,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
1,75,7,8,1,1,1,0.30922173596683844,0.7378783528059887,0.09699446832291857,0,0,0.9058849227243632,3,6,3,0.3582202382442621,1,21,0.768593213240318,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di",path_traversal,MEDIUM
1,72,1,6,2,1,1,0.20298072816979468,0.736068692022982,0.2969713214912242,0,1,0.9180017531410173,13,6,11,0.1367397092725282,0,2,0.24843751781035828,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",sql_injection,MEDIUM
1,40,1,13,1,1,1,0.2671939821428834,0.27640165633622915,0.061457247746854377,0,1,0.9551776190583127,17,8,3,0.7127455753333084,0,24,0.6809212040204017,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,spring_data_jpa",xxe,MEDIUM
3,43,2,11,2,1,1,0.4769826166626371,0.8725684612518537,0.07289111615111543,0,1,0.9359121558194756,5,2,2,0.1692544021543405,1,0,0.12989144643118067,"Singleton Design Pattern,basic_programming_constructs",none,LOW
1,22,3,13,1,1,1,0.056607338304947685,0.6882501650723424,0.351585888288777,0,1,0.9035448324207751,0,8,14,0.4319660910300511,0,23,0.015127087826946828,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,openapi_documentation",insecure_deserialization,CRITICAL
3,20,1,8,1,1,0,0.10385776086234572,0.3457642178215381,0.2823528771651353,0,2,0.9345028203482716,9,0,5,0.531755595989889,0,24,0.018222968440292142,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",none,LOW
3,8,9,12,2,1,0,0.48126435329327766,0.4274896501846589,0.35015199116763474,0,2,0.9076975343123331,17,1,9,0.3825327189405159,1,25,0.4926896840619891,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
1,29,8,8,2,1,1,0.47866242426360206,0.7267096859306178,0.0557421033042762,0,0,0.9374501664201557,18,6,1,0.14969603560548495,0,16,0.7707325760381836,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
1,40,5,10,1,1,0,0.08858271063238632,0.21158383289549199,0.15959216182452096,0,0,0.9152489657264575,1,1,2,0.2898204448607763,0,8,0.5776272065140042,"Singleton Design Pattern,basic_programming_constructs",none,LOW
3,90,2,7,2,1,1,0.07255440856264911,0.46876079247522406,0.11326046803052706,0,1,0.9027833750198154,14,9,1,0.6327650347067095,1,4,0.03632302174522495,"Singleton Design Pattern,basic_programming_constructs",none,LOW
1,30,5,11,2,1,0,0.2105425671693099,0.6535583422580996,0.003872434111859802,0,2,0.9587559965318128,2,3,9,0.7268236586733964,1,4,0.55207757010348,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",none,LOW
2,81,6,13,1,1,0,0.024859146243984553,0.5394985480087132,0.11380918417548275,0,0,0.9338382312648695,7,1,12,0.6146361142228715,0,10,0.11325388013397808,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,http_request_processing",insecure_deserialization,HIGH
1,84,1,12,1,1,0,0.32745176614257004,0.6083283459044933,0.1518333007911518,0,0,0.9017705482443098,18,1,7,0.9657520038076018,0,20,0.9653984954094028,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
2,55,4,8,2,1,0,0.038748010830871094,0.5462124994767796,0.03688785489708475,0,1,0.9372810574711586,10,0,1,0.6136302588072728,1,26,0.352573144221919,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,spring_data_jpa",none,LOW
1,16,9,10,1,1,0,0.02901481354714036,0.1992274437900201,0.22659502313072794,0,2,0.9297985923683701,13,8,4,0.2253395337545564,1,16,0.5034148263349777,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
1,46,2,6,1,1,0,0.24259346810442461,0.4102053449726214,0.15326906498905327,0,2,0.932331630707273,15,9,3,0.4910529163944519,0,15,0.3387388255277014,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",xxe,MEDIUM
3,62,5,13,2,1,1,0.47889331805505075,0.5319854954775457,0.01858466491101818,0,2,0.9028961807338254,9,2,0,0.8362293763729252,1,4,0.4670933934226922,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
2,7,1,14,1,1,0,0.2133979680315798,0.7800627423459461,0.2815915459471907,0,0,0.9258164187391716,16,0,12,0.32580162468285323,0,11,0.958460862493794,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",insecure_deserialization,HIGH
2,80,4,7,2,1,0,0.17824057933027554,0.6539042371695426,0.2917119335364414,0,0,0.9003861682762959,14,9,6,0.7370307645510997,1,13,0.2605266982882487,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,web_mvc_annotations,spring_data_jpa",none,LOW
1,45,4,13,2,1,0,0.49897835775114296,0.42659094518593477,0.333788577187774,0,2,0.921363877395709,10,5,5,0.7851919302003527,1,29,0.7180817673790664,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",none,LOW
1,59,6,14,1,1,1,0.2659844803895917,0.9743998321591455,0.19421623994679305,0,0,0.9427263715126102,7,7,9,0.9339652231725727,0,9,0.7552872847425298,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,http_request_processing",insecure_deserialization,HIGH
3,56,9,8,2,1,0,0.18762070344512427,0.10779552167972517,0.38746351893380393,0,0,0.9509911288356411,7,6,11,0.40117538727560786,0,12,0.19061008727771533,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
2,48,3,9,2,1,0,0.1929304066708009,0.20680486855496838,0.3656256578129826,0,1,0.9111374035183788,6,6,0,0.25942424178844736,1,14,0.7291479254811389,"Singleton Design Pattern,dependency_injection,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
2,27,9,14,2,1,1,0.09747974801675524,0.341312610031664,0.22054065004005263,0,0,0.9096574560920024,19,1,8,0.5079482568199508,0,25,0.6479944797411012,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",none,LOW
2,53,6,7,2,1,0,0.25611152872376947,0.22857207698791016,0.1779807724277669,0,0,0.9436274185560404,11,3,11,0.9936833074835711,0,5,0.2910422019576091,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",insecure_deserialization,HIGH
2,87,7,13,1,1,1,0.2194275140840029,0.6254419968060113,0.0012137711611691416,0,1,0.93759517220079,15,5,3,0.9021299708661158,0,4,0.522688249422181,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
3,88,2,11,2,1,1,0.1353976481737067,0.03955072933625525,0.28439781269569353,0,1,0.9449508162069773,15,1,0,0.2839550636854651,0,15,0.5899836921043273,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
1,73,6,7,1,1,1,0.08027004330087989,0.17743678427341592,0.22598180161987644,0,0,0.9273355173676219,9,4,7,0.19671573548771337,0,5,0.8365541396617352,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",sql_injection,MEDIUM
3,35,6,6,2,1,0,0.15561943433377684,0.2933472376586044,0.3750176581944323,0,0,0.9577606615340264,6,4,0,0.4769579528945045,1,28,0.12482654483826117,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
1,51,2,10,2,1,0,0.25434166384386464,0.6833457750793165,0.23769285009649765,0,0,0.9003882828685993,3,2,1,0.16577451208692462,0,27,0.9719761080906575,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,openapi_documentation",authentication_bypass,CRITICAL
1,84,2,13,2,1,1,0.029166636142400837,0.875864882581128,0.397142437557092,0,1,0.9261710987564695,1,1,13,0.7580313005443297,0,24,0.7691574375258012,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation",insecure_deserialization,CRITICAL
3,37,2,12,2,1,0,0.07687201429197799,0.7984917705530544,0.3415277087453162,0,0,0.909065907053647,8,6,4,0.03661260049382209,0,22,0.5349761767942485,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,HIGH
2,81,1,7,1,1,1,0.4738286334845477,0.18208093325025487,0.3814391743259813,0,2,0.9477223323116502,14,7,12,0.22472574363646258,0,10,0.7762283987819066,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di",sql_injection,MEDIUM
